x,y,z
3.96,2.30,114.65
3.98,2.30,115.63
4.00,2.30,116.61
0.00,2.32,32.34
0.02,2.32,32.21
0.04,2.32,32.08
0.06,2.32,31.95
0.08,2.32,31.83
0.10,2.32,31.72
0.12,2.32,31.61
0.14,2.32,31.50
0.16,2.32,31.41
0.18,2.32,31.31
0.20,2.32,31.23
0.22,2.32,31.15
0.24,2.32,31.07
0.26,2.32,31.00
0.28,2.32,30.94
0.30,2.32,30.88
0.32,2.32,30.83
0.34,2.32,30.78
0.36,2.32,30.74
0.38,2.32,30.70
0.40,2.32,30.67
0.42,2.32,30.64
0.44,2.32,30.62
0.46,2.32,30.61
0.48,2.32,30.60
0.50,2.32,30.60
0.52,2.32,30.60
0.54,2.32,30.61
0.56,2.32,30.62
0.58,2.32,30.64
0.60,2.32,30.67
0.62,2.32,30.70
0.64,2.32,30.74
0.66,2.32,30.78
0.68,2.32,30.83
0.70,2.32,30.88
0.72,2.32,30.94
0.74,2.32,31.00
0.76,2.32,31.07
0.78,2.32,31.15
0.80,2.32,31.23
0.82,2.32,31.31
0.84,2.32,31.41
0.86,2.32,31.50
0.88,2.32,31.61
0.90,2.32,31.72
0.92,2.32,31.83
0.94,2.32,31.95
0.96,2.32,32.08
0.98,2.32,32.21
1.00,2.32,32.34
1.02,2.32,32.49
1.04,2.32,32.63
1.06,2.32,32.79
1.08,2.32,32.95
1.10,2.32,33.11
1.12,2.32,33.28
1.14,2.32,33.46
1.16,2.32,33.64
1.18,2.32,33.83
1.20,2.32,34.02
1.22,2.32,34.22
1.24,2.32,34.42
1.26,2.32,34.63
1.28,2.32,34.84
1.30,2.32,35.06
1.32,2.32,35.29
1.34,2.32,35.52
1.36,2.32,35.76
1.38,2.32,36.00
1.40,2.32,36.25
1.42,2.32,36.50
1.44,2.32,36.76
1.46,2.32,37.03
1.48,2.32,37.30
1.50,2.32,37.58
1.52,2.32,37.86
1.54,2.32,38.14
1.56,2.32,38.44
1.58,2.32,38.74
1.60,2.32,39.04
1.62,2.32,39.35
1.64,2.32,39.67
1.66,2.32,39.99
1.68,2.32,40.31
1.70,2.32,40.65
1.72,2.32,40.98
1.74,2.32,41.33
1.76,2.32,41.67
1.78,2.32,42.03
1.80,2.32,42.39
1.82,2.32,42.75
1.84,2.32,43.13
1.86,2.32,43.50
1.88,2.32,43.88
1.90,2.32,44.27
1.92,2.32,44.67
1.94,2.32,45.07
1.96,2.32,45.47
1.98,2.32,45.88
2.00,2.32,46.30
2.02,2.32,46.72
2.04,2.32,47.14
2.06,2.32,47.58
2.08,2.32,48.01
2.10,2.32,48.46
2.12,2.32,48.91
2.14,2.32,49.36
2.16,2.32,49.82
2.18,2.32,50.29
2.20,2.32,50.76
2.22,2.32,51.24
2.24,2.32,51.72
2.26,2.32,52.21
2.28,2.32,52.70
2.30,2.32,53.20
2.32,2.32,53.71
2.34,2.32,54.22
2.36,2.32,54.73
2.38,2.32,55.26
2.40,2.32,55.78
2.42,2.32,56.32
2.44,2.32,56.85
2.46,2.32,57.40
2.48,2.32,57.95
2.50,2.32,58.50
2.52,2.32,59.06
2.54,2.32,59.63
2.56,2.32,60.20
2.58,2.32,60.78
2.60,2.32,61.36
2.62,2.32,61.95
2.64,2.32,62.55
2.66,2.32,63.15
2.68,2.32,63.75
2.70,2.32,64.36
2.72,2.32,64.98
2.74,2.32,65.60
2.76,2.32,66.23
2.78,2.32,66.86
2.80,2.32,67.50
2.82,2.32,68.15
2.84,2.32,68.80
2.86,2.32,69.45
2.88,2.32,70.11
2.90,2.32,70.78
2.92,2.32,71.45
2.94,2.32,72.13
2.96,2.32,72.82
2.98,2.32,73.50
3.00,2.32,74.20
3.02,2.32,74.90
3.04,2.32,75.61
3.06,2.32,76.32
3.08,2.32,77.03
3.10,2.32,77.76
3.12,2.32,78.49
3.14,2.32,79.22
3.16,2.32,79.96
3.18,2.32,80.70
3.20,2.32,81.45
3.22,2.32,82.21
3.24,2.32,82.97
3.26,2.32,83.74
3.28,2.32,84.51
3.30,2.32,85.29
3.32,2.32,86.08
3.34,2.32,86.87
3.36,2.32,87.66
3.38,2.32,88.46
3.40,2.32,89.27
3.42,2.32,90.08
3.44,2.32,90.90
3.46,2.32,91.72
3.48,2.32,92.55
3.50,2.32,93.38
3.52,2.32,94.22
3.54,2.32,95.07
3.56,2.32,95.92
3.58,2.32,96.78
3.60,2.32,97.64
3.62,2.32,98.51
3.64,2.32,99.38
3.66,2.32,100.26
3.68,2.32,101.14
3.70,2.32,102.03
3.72,2.32,102.93
3.74,2.32,103.83
3.76,2.32,104.74
3.78,2.32,105.65
3.80,2.32,106.57
3.82,2.32,107.49
3.84,2.32,108.42
3.86,2.32,109.36
3.88,2.32,110.30
3.90,2.32,111.24
3.92,2.32,112.19
3.94,2.32,113.15
3.96,2.32,114.11
3.98,2.32,115.08
4.00,2.32,116.06
0.00,2.34,32.56
0.02,2.34,32.43
0.04,2.34,32.30
0.06,2.34,32.17
0.08,2.34,32.05
0.10,2.34,31.94
0.12,2.34,31.83
0.14,2.34,31.73
0.16,2.34,31.63
0.18,2.34,31.54
0.20,2.34,31.46
0.22,2.34,31.38
0.24,2.34,31.30
0.26,2.34,31.23
0.28,2.34,31.17
0.30,2.34,31.11
0.32,2.34,31.06
0.34,2.34,31.01
0.36,2.34,30.97
0.38,2.34,30.93
0.40,2.34,30.90
0.42,2.34,30.88
0.44,2.34,30.86
0.46,2.34,30.84
0.48,2.34,30.84
0.50,2.34,30.83
0.52,2.34,30.84
0.54,2.34,30.84
0.56,2.34,30.86
0.58,2.34,30.88
0.60,2.34,30.90
0.62,2.34,30.93
0.64,2.34,30.97
0.66,2.34,31.01
0.68,2.34,31.06
0.70,2.34,31.11
0.72,2.34,31.17
0.74,2.34,31.23
0.76,2.34,31.30
0.78,2.34,31.38
0.80,2.34,31.46
0.82,2.34,31.54
0.84,2.34,31.63
0.86,2.34,31.73
0.88,2.34,31.83
0.90,2.34,31.94
0.92,2.34,32.05
0.94,2.34,32.17
0.96,2.34,32.30
0.98,2.34,32.43
1.00,2.34,32.56
1.02,2.34,32.70
1.04,2.34,32.85
1.06,2.34,33.00
1.08,2.34,33.16
1.10,2.34,33.32
1.12,2.34,33.49
1.14,2.34,33.67
1.16,2.34,33.84
1.18,2.34,34.03
1.20,2.34,34.22
1.22,2.34,34.42
1.24,2.34,34.62
1.26,2.34,34.83
1.28,2.34,35.04
1.30,2.34,35.26
1.32,2.34,35.48
1.34,2.34,35.71
1.36,2.34,35.95
1.38,2.34,36.19
1.40,2.34,36.43
1.42,2.34,36.68
1.44,2.34,36.94
1.46,2.34,37.20
1.48,2.34,37.47
1.50,2.34,37.75
1.52,2.34,38.03
1.54,2.34,38.31
1.56,2.34,38.60
1.58,2.34,38.90
1.60,2.34,39.20
1.62,2.34,39.50
1.64,2.34,39.82
1.66,2.34,40.13
1.68,2.34,40.46
1.70,2.34,40.79
1.72,2.34,41.12
1.74,2.34,41.46
1.76,2.34,41.81
1.78,2.34,42.16
1.80,2.34,42.52
1.82,2.34,42.88
1.84,2.34,43.25
1.86,2.34,43.62
1.88,2.34,44.00
1.90,2.34,44.38
1.92,2.34,44.77
1.94,2.34,45.17
1.96,2.34,45.57
1.98,2.34,45.97
2.00,2.34,46.39
2.02,2.34,46.80
2.04,2.34,47.23
2.06,2.34,47.65
2.08,2.34,48.09
2.10,2.34,48.53
2.12,2.34,48.97
2.14,2.34,49.42
2.16,2.34,49.88
2.18,2.34,50.34
2.20,2.34,50.81
2.22,2.34,51.28
2.24,2.34,51.76
2.26,2.34,52.24
2.28,2.34,52.73
2.30,2.34,53.23
2.32,2.34,53.73
2.34,2.34,54.24
2.36,2.34,54.75
2.38,2.34,55.26
2.40,2.34,55.79
2.42,2.34,56.31
2.44,2.34,56.85
2.46,2.34,57.39
2.48,2.34,57.93
2.50,2.34,58.48
2.52,2.34,59.04
2.54,2.34,59.60
2.56,2.34,60.17
2.58,2.34,60.74
2.60,2.34,61.32
2.62,2.34,61.90
2.64,2.34,62.49
2.66,2.34,63.08
2.68,2.34,63.68
2.70,2.34,64.29
2.72,2.34,64.90
2.74,2.34,65.52
2.76,2.34,66.14
2.78,2.34,66.77
2.80,2.34,67.40
2.82,2.34,68.04
2.84,2.34,68.68
2.86,2.34,69.33
2.88,2.34,69.99
2.90,2.34,70.65
2.92,2.34,71.31
2.94,2.34,71.99
2.96,2.34,72.66
2.98,2.34,73.35
3.00,2.34,74.03
3.02,2.34,74.73
3.04,2.34,75.43
3.06,2.34,76.13
3.08,2.34,76.84
3.10,2.34,77.56
3.12,2.34,78.28
3.14,2.34,79.01
3.16,2.34,79.74
3.18,2.34,80.48
3.20,2.34,81.22
3.22,2.34,81.97
3.24,2.34,82.73
3.26,2.34,83.49
3.28,2.34,84.25
3.30,2.34,85.02
3.32,2.34,85.80
3.34,2.34,86.58
3.36,2.34,87.37
3.38,2.34,88.16
3.40,2.34,88.96
3.42,2.34,89.77
3.44,2.34,90.58
3.46,2.34,91.39
3.48,2.34,92.22
3.50,2.34,93.04
3.52,2.34,93.87
3.54,2.34,94.71
3.56,2.34,95.56
3.58,2.34,96.40
3.60,2.34,97.26
3.62,2.34,98.12
3.64,2.34,98.98
3.66,2.34,99.85
3.68,2.34,100.73
3.70,2.34,101.61
3.72,2.34,102.50
3.74,2.34,103.39
3.76,2.34,104.29
3.78,2.34,105.20
3.80,2.34,106.11
3.82,2.34,107.02
3.84,2.34,107.94
3.86,2.34,108.87
3.88,2.34,109.80
3.90,2.34,110.74
3.92,2.34,111.68
3.94,2.34,112.63
3.96,2.34,113.58
3.98,2.34,114.54
4.00,2.34,115.51
0.00,2.36,32.78
0.02,2.36,32.65
0.04,2.36,32.52
0.06,2.36,32.40
0.08,2.36,32.28
0.10,2.36,32.17
0.12,2.36,32.06
0.14,2.36,31.96
0.16,2.36,31.86
0.18,2.36,31.77
0.20,2.36,31.69
0.22,2.36,31.61
0.24,2.36,31.53
0.26,2.36,31.47
0.28,2.36,31.40
0.30,2.36,31.34
0.32,2.36,31.29
0.34,2.36,31.25
0.36,2.36,31.20
0.38,2.36,31.17
0.40,2.36,31.14
0.42,2.36,31.11
0.44,2.36,31.10
0.46,2.36,31.08
0.48,2.36,31.07
0.50,2.36,31.07
0.52,2.36,31.07
0.54,2.36,31.08
0.56,2.36,31.10
0.58,2.36,31.11
0.60,2.36,31.14
0.62,2.36,31.17
0.64,2.36,31.20
0.66,2.36,31.25
0.68,2.36,31.29
0.70,2.36,31.34
0.72,2.36,31.40
0.74,2.36,31.47
0.76,2.36,31.53
0.78,2.36,31.61
0.80,2.36,31.69
0.82,2.36,31.77
0.84,2.36,31.86
0.86,2.36,31.96
0.88,2.36,32.06
0.90,2.36,32.17
0.92,2.36,32.28
0.94,2.36,32.40
0.96,2.36,32.52
0.98,2.36,32.65
1.00,2.36,32.78
1.02,2.36,32.92
1.04,2.36,33.07
1.06,2.36,33.22
1.08,2.36,33.37
1.10,2.36,33.54
1.12,2.36,33.70
1.14,2.36,33.88
1.16,2.36,34.05
1.18,2.36,34.24
1.20,2.36,34.43
1.22,2.36,34.62
1.24,2.36,34.82
1.26,2.36,35.03
1.28,2.36,35.24
1.30,2.36,35.45
1.32,2.36,35.68
1.34,2.36,35.90
1.36,2.36,36.14
1.38,2.36,36.37
1.40,2.36,36.62
1.42,2.36,36.87
1.44,2.36,37.12
1.46,2.36,37.38
1.48,2.36,37.65
1.50,2.36,37.92
1.52,2.36,38.20
1.54,2.36,38.48
1.56,2.36,38.77
1.58,2.36,39.06
1.60,2.36,39.36
1.62,2.36,39.66
1.64,2.36,39.97
1.66,2.36,40.29
1.68,2.36,40.61
1.70,2.36,40.93
1.72,2.36,41.26
1.74,2.36,41.60
1.76,2.36,41.94
1.78,2.36,42.29
1.80,2.36,42.64
1.82,2.36,43.00
1.84,2.36,43.37
1.86,2.36,43.74
1.88,2.36,44.11
1.90,2.36,44.49
1.92,2.36,44.88
1.94,2.36,45.27
1.96,2.36,45.67
1.98,2.36,46.07
2.00,2.36,46.48
2.02,2.36,46.89
2.04,2.36,47.31
2.06,2.36,47.74
2.08,2.36,48.17
2.10,2.36,48.60
2.12,2.36,49.04
2.14,2.36,49.49
2.16,2.36,49.94
2.18,2.36,50.40
2.20,2.36,50.86
2.22,2.36,51.33
2.24,2.36,51.80
2.26,2.36,52.28
2.28,2.36,52.77
2.30,2.36,53.26
2.32,2.36,53.75
2.34,2.36,54.26
2.36,2.36,54.76
2.38,2.36,55.27
2.40,2.36,55.79
2.42,2.36,56.32
2.44,2.36,56.84
2.46,2.36,57.38
2.48,2.36,57.92
2.50,2.36,58.46
2.52,2.36,59.01
2.54,2.36,59.57
2.56,2.36,60.13
2.58,2.36,60.70
2.60,2.36,61.27
2.62,2.36,61.85
2.64,2.36,62.43
2.66,2.36,63.02
2.68,2.36,63.62
2.70,2.36,64.22
2.72,2.36,64.82
2.74,2.36,65.43
2.76,2.36,66.05
2.78,2.36,66.67
2.80,2.36,67.30
2.82,2.36,67.93
2.84,2.36,68.57
2.86,2.36,69.21
2.88,2.36,69.86
2.90,2.36,70.52
2.92,2.36,71.18
2.94,2.36,71.84
2.96,2.36,72.51
2.98,2.36,73.19
3.00,2.36,73.87
3.02,2.36,74.56
3.04,2.36,75.25
3.06,2.36,75.95
3.08,2.36,76.65
3.10,2.36,77.36
3.12,2.36,78.08
3.14,2.36,78.80
3.16,2.36,79.52
3.18,2.36,80.26
3.20,2.36,80.99
3.22,2.36,81.73
3.24,2.36,82.48
3.26,2.36,83.24
3.28,2.36,83.99
3.30,2.36,84.76
3.32,2.36,85.53
3.34,2.36,86.30
3.36,2.36,87.08
3.38,2.36,87.87
3.40,2.36,88.66
3.42,2.36,89.46
3.44,2.36,90.26
3.46,2.36,91.07
3.48,2.36,91.88
3.50,2.36,92.70
3.52,2.36,93.53
3.54,2.36,94.36
3.56,2.36,95.19
3.58,2.36,96.03
3.60,2.36,96.88
3.62,2.36,97.73
3.64,2.36,98.59
3.66,2.36,99.45
3.68,2.36,100.32
3.70,2.36,101.19
3.72,2.36,102.07
3.74,2.36,102.96
3.76,2.36,103.85
3.78,2.36,104.74
3.80,2.36,105.65
3.82,2.36,106.55
3.84,2.36,107.46
3.86,2.36,108.38
3.88,2.36,109.31
3.90,2.36,110.23
3.92,2.36,111.17
3.94,2.36,112.11
3.96,2.36,113.05
3.98,2.36,114.00
4.00,2.36,114.96
0.00,2.38,33.01
0.02,2.38,32.87
0.04,2.38,32.75
0.06,2.38,32.62
0.08,2.38,32.51
0.10,2.38,32.40
0.12,2.38,32.29
0.14,2.38,32.19
0.16,2.38,32.09
0.18,2.38,32.00
0.20,2.38,31.92
0.22,2.38,31.84
0.24,2.38,31.77
0.26,2.38,31.70
0.28,2.38,31.64
0.30,2.38,31.58
0.32,2.38,31.53
0.34,2.38,31.48
0.36,2.38,31.44
0.38,2.38,31.41
0.40,2.38,31.38
0.42,2.38,31.35
0.44,2.38,31.33
0.46,2.38,31.32
0.48,2.38,31.31
0.50,2.38,31.31
0.52,2.38,31.31
0.54,2.38,31.32
0.56,2.38,31.33
0.58,2.38,31.35
0.60,2.38,31.38
0.62,2.38,31.41
0.64,2.38,31.44
0.66,2.38,31.48
0.68,2.38,31.53
0.70,2.38,31.58
0.72,2.38,31.64
0.74,2.38,31.70
0.76,2.38,31.77
0.78,2.38,31.84
0.80,2.38,31.92
0.82,2.38,32.00
0.84,2.38,32.09
0.86,2.38,32.19
0.88,2.38,32.29
0.90,2.38,32.40
0.92,2.38,32.51
0.94,2.38,32.62
0.96,2.38,32.75
0.98,2.38,32.87
1.00,2.38,33.01
1.02,2.38,33.14
1.04,2.38,33.29
1.06,2.38,33.44
1.08,2.38,33.59
1.10,2.38,33.75
1.12,2.38,33.92
1.14,2.38,34.09
1.16,2.38,34.27
1.18,2.38,34.45
1.20,2.38,34.63
1.22,2.38,34.83
1.24,2.38,35.02
1.26,2.38,35.23
1.28,2.38,35.44
1.30,2.38,35.65
1.32,2.38,35.87
1.34,2.38,36.10
1.36,2.38,36.33
1.38,2.38,36.56
1.40,2.38,36.81
1.42,2.38,37.05
1.44,2.38,37.30
1.46,2.38,37.56
1.48,2.38,37.83
1.50,2.38,38.09
1.52,2.38,38.37
1.54,2.38,38.65
1.56,2.38,38.93
1.58,2.38,39.22
1.60,2.38,39.52
1.62,2.38,39.82
1.64,2.38,40.13
1.66,2.38,40.44
1.68,2.38,40.76
1.70,2.38,41.08
1.72,2.38,41.41
1.74,2.38,41.74
1.76,2.38,42.08
1.78,2.38,42.42
1.80,2.38,42.78
1.82,2.38,43.13
1.84,2.38,43.49
1.86,2.38,43.86
1.88,2.38,44.23
1.90,2.38,44.61
1.92,2.38,44.99
1.94,2.38,45.38
1.96,2.38,45.77
1.98,2.38,46.17
2.00,2.38,46.57
2.02,2.38,46.98
2.04,2.38,47.40
2.06,2.38,47.82
2.08,2.38,48.25
2.10,2.38,48.68
2.12,2.38,49.11
2.14,2.38,49.56
2.16,2.38,50.00
2.18,2.38,50.46
2.20,2.38,50.92
2.22,2.38,51.38
2.24,2.38,51.85
2.26,2.38,52.32
2.28,2.38,52.80
2.30,2.38,53.29
2.32,2.38,53.78
2.34,2.38,54.28
2.36,2.38,54.78
2.38,2.38,55.29
2.40,2.38,55.80
2.42,2.38,56.32
2.44,2.38,56.84
2.46,2.38,57.37
2.48,2.38,57.91
2.50,2.38,58.45
2.52,2.38,58.99
2.54,2.38,59.54
2.56,2.38,60.10
2.58,2.38,60.66
2.60,2.38,61.23
2.62,2.38,61.80
2.64,2.38,62.38
2.66,2.38,62.96
2.68,2.38,63.55
2.70,2.38,64.14
2.72,2.38,64.74
2.74,2.38,65.35
2.76,2.38,65.96
2.78,2.38,66.58
2.80,2.38,67.20
2.82,2.38,67.82
2.84,2.38,68.46
2.86,2.38,69.09
2.88,2.38,69.74
2.90,2.38,70.39
2.92,2.38,71.04
2.94,2.38,71.70
2.96,2.38,72.36
2.98,2.38,73.03
3.00,2.38,73.71
3.02,2.38,74.39
3.04,2.38,75.08
3.06,2.38,75.77
3.08,2.38,76.47
3.10,2.38,77.17
3.12,2.38,77.88
3.14,2.38,78.59
3.16,2.38,79.31
3.18,2.38,80.04
3.20,2.38,80.77
3.22,2.38,81.50
3.24,2.38,82.24
3.26,2.38,82.99
3.28,2.38,83.74
3.30,2.38,84.50
3.32,2.38,85.26
3.34,2.38,86.03
3.36,2.38,86.80
3.38,2.38,87.58
3.40,2.38,88.36
3.42,2.38,89.15
3.44,2.38,89.95
3.46,2.38,90.75
3.48,2.38,91.55
3.50,2.38,92.37
3.52,2.38,93.18
3.54,2.38,94.01
3.56,2.38,94.83
3.58,2.38,95.67
3.60,2.38,96.50
3.62,2.38,97.35
3.64,2.38,98.20
3.66,2.38,99.05
3.68,2.38,99.91
3.70,2.38,100.78
3.72,2.38,101.65
3.74,2.38,102.53
3.76,2.38,103.41
3.78,2.38,104.30
3.80,2.38,105.19
3.82,2.38,106.09
3.84,2.38,106.99
3.86,2.38,107.90
3.88,2.38,108.81
3.90,2.38,109.73
3.92,2.38,110.66
3.94,2.38,111.59
3.96,2.38,112.53
3.98,2.38,113.47
4.00,2.38,114.41
0.00,2.40,33.23
0.02,2.40,33.10
0.04,2.40,32.97
0.06,2.40,32.85
0.08,2.40,32.74
0.10,2.40,32.63
0.12,2.40,32.52
0.14,2.40,32.42
0.16,2.40,32.33
0.18,2.40,32.24
0.20,2.40,32.16
0.22,2.40,32.08
0.24,2.40,32.01
0.26,2.40,31.94
0.28,2.40,31.88
0.30,2.40,31.82
0.32,2.40,31.77
0.34,2.40,31.72
0.36,2.40,31.68
0.38,2.40,31.65
0.40,2.40,31.62
0.42,2.40,31.60
0.44,2.40,31.58
0.46,2.40,31.56
0.48,2.40,31.55
0.50,2.40,31.55
0.52,2.40,31.55
0.54,2.40,31.56
0.56,2.40,31.58
0.58,2.40,31.60
0.60,2.40,31.62
0.62,2.40,31.65
0.64,2.40,31.68
0.66,2.40,31.72
0.68,2.40,31.77
0.70,2.40,31.82
0.72,2.40,31.88
0.74,2.40,31.94
0.76,2.40,32.01
0.78,2.40,32.08
0.80,2.40,32.16
0.82,2.40,32.24
0.84,2.40,32.33
0.86,2.40,32.42
0.88,2.40,32.52
0.90,2.40,32.63
0.92,2.40,32.74
0.94,2.40,32.85
0.96,2.40,32.97
0.98,2.40,33.10
1.00,2.40,33.23
1.02,2.40,33.37
1.04,2.40,33.51
1.06,2.40,33.66
1.08,2.40,33.81
1.10,2.40,33.97
1.12,2.40,34.14
1.14,2.40,34.30
1.16,2.40,34.48
1.18,2.40,34.66
1.20,2.40,34.84
1.22,2.40,35.04
1.24,2.40,35.23
1.26,2.40,35.43
1.28,2.40,35.64
1.30,2.40,35.85
1.32,2.40,36.07
1.34,2.40,36.29
1.36,2.40,36.52
1.38,2.40,36.76
1.40,2.40,37.00
1.42,2.40,37.24
1.44,2.40,37.49
1.46,2.40,37.75
1.48,2.40,38.01
1.50,2.40,38.27
1.52,2.40,38.54
1.54,2.40,38.82
1.56,2.40,39.10
1.58,2.40,39.39
1.60,2.40,39.68
1.62,2.40,39.98
1.64,2.40,40.29
1.66,2.40,40.59
1.68,2.40,40.91
1.70,2.40,41.23
1.72,2.40,41.55
1.74,2.40,41.88
1.76,2.40,42.22
1.78,2.40,42.56
1.80,2.40,42.91
1.82,2.40,43.26
1.84,2.40,43.62
1.86,2.40,43.98
1.88,2.40,44.35
1.90,2.40,44.72
1.92,2.40,45.10
1.94,2.40,45.49
1.96,2.40,45.88
1.98,2.40,46.27
2.00,2.40,46.67
2.02,2.40,47.08
2.04,2.40,47.49
2.06,2.40,47.91
2.08,2.40,48.33
2.10,2.40,48.76
2.12,2.40,49.19
2.14,2.40,49.63
2.16,2.40,50.07
2.18,2.40,50.52
2.20,2.40,50.97
2.22,2.40,51.43
2.24,2.40,51.90
2.26,2.40,52.37
2.28,2.40,52.84
2.30,2.40,53.32
2.32,2.40,53.81
2.34,2.40,54.30
2.36,2.40,54.80
2.38,2.40,55.30
2.40,2.40,55.81
2.42,2.40,56.32
2.44,2.40,56.84
2.46,2.40,57.37
2.48,2.40,57.90
2.50,2.40,58.43
2.52,2.40,58.97
2.54,2.40,59.52
2.56,2.40,60.07
2.58,2.40,60.63
2.60,2.40,61.19
2.62,2.40,61.75
2.64,2.40,62.33
2.66,2.40,62.90
2.68,2.40,63.49
2.70,2.40,64.08
2.72,2.40,64.67
2.74,2.40,65.27
2.76,2.40,65.88
2.78,2.40,66.49
2.80,2.40,67.10
2.82,2.40,67.72
2.84,2.40,68.35
2.86,2.40,68.98
2.88,2.40,69.62
2.90,2.40,70.26
2.92,2.40,70.91
2.94,2.40,71.56
2.96,2.40,72.22
2.98,2.40,72.88
3.00,2.40,73.55
3.02,2.40,74.23
3.04,2.40,74.91
3.06,2.40,75.59
3.08,2.40,76.28
3.10,2.40,76.98
3.12,2.40,77.68
3.14,2.40,78.39
3.16,2.40,79.10
3.18,2.40,79.82
3.20,2.40,80.54
3.22,2.40,81.27
3.24,2.40,82.00
3.26,2.40,82.74
3.28,2.40,83.49
3.30,2.40,84.24
3.32,2.40,84.99
3.34,2.40,85.75
3.36,2.40,86.52
3.38,2.40,87.29
3.40,2.40,88.07
3.42,2.40,88.85
3.44,2.40,89.64
3.46,2.40,90.43
3.48,2.40,91.23
3.50,2.40,92.03
3.52,2.40,92.84
3.54,2.40,93.66
3.56,2.40,94.48
3.58,2.40,95.30
3.60,2.40,96.13
3.62,2.40,96.97
3.64,2.40,97.81
3.66,2.40,98.66
3.68,2.40,99.51
3.70,2.40,100.36
3.72,2.40,101.23
3.74,2.40,102.10
3.76,2.40,102.97
3.78,2.40,103.85
3.80,2.40,104.73
3.82,2.40,105.62
3.84,2.40,106.52
3.86,2.40,107.42
3.88,2.40,108.32
3.90,2.40,109.24
3.92,2.40,110.15
3.94,2.40,111.07
3.96,2.40,112.00
3.98,2.40,112.93
4.00,2.40,113.87
0.00,2.42,33.46
0.02,2.42,33.33
0.04,2.42,33.20
0.06,2.42,33.09
0.08,2.42,32.97
0.10,2.42,32.86
0.12,2.42,32.76
0.14,2.42,32.66
0.16,2.42,32.57
0.18,2.42,32.48
0.20,2.42,32.40
0.22,2.42,32.32
0.24,2.42,32.25
0.26,2.42,32.18
0.28,2.42,32.12
0.30,2.42,32.06
0.32,2.42,32.01
0.34,2.42,31.97
0.36,2.42,31.93
0.38,2.42,31.89
0.40,2.42,31.86
0.42,2.42,31.84
0.44,2.42,31.82
0.46,2.42,31.81
0.48,2.42,31.80
0.50,2.42,31.80
0.52,2.42,31.80
0.54,2.42,31.81
0.56,2.42,31.82
0.58,2.42,31.84
0.60,2.42,31.86
0.62,2.42,31.89
0.64,2.42,31.93
0.66,2.42,31.97
0.68,2.42,32.01
0.70,2.42,32.06
0.72,2.42,32.12
0.74,2.42,32.18
0.76,2.42,32.25
0.78,2.42,32.32
0.80,2.42,32.40
0.82,2.42,32.48
0.84,2.42,32.57
0.86,2.42,32.66
0.88,2.42,32.76
0.90,2.42,32.86
0.92,2.42,32.97
0.94,2.42,33.09
0.96,2.42,33.20
0.98,2.42,33.33
1.00,2.42,33.46
1.02,2.42,33.60
1.04,2.42,33.74
1.06,2.42,33.88
1.08,2.42,34.04
1.10,2.42,34.19
1.12,2.42,34.36
1.14,2.42,34.52
1.16,2.42,34.70
1.18,2.42,34.87
1.20,2.42,35.06
1.22,2.42,35.25
1.24,2.42,35.44
1.26,2.42,35.64
1.28,2.42,35.85
1.30,2.42,36.06
1.32,2.42,36.27
1.34,2.42,36.49
1.36,2.42,36.72
1.38,2.42,36.95
1.40,2.42,37.19
1.42,2.42,37.43
1.44,2.42,37.68
1.46,2.42,37.93
1.48,2.42,38.19
1.50,2.42,38.45
1.52,2.42,38.72
1.54,2.42,39.00
1.56,2.42,39.28
1.58,2.42,39.56
1.60,2.42,39.85
1.62,2.42,40.15
1.64,2.42,40.45
1.66,2.42,40.75
1.68,2.42,41.06
1.70,2.42,41.38
1.72,2.42,41.70
1.74,2.42,42.03
1.76,2.42,42.36
1.78,2.42,42.70
1.80,2.42,43.05
1.82,2.42,43.39
1.84,2.42,43.75
1.86,2.42,44.11
1.88,2.42,44.47
1.90,2.42,44.84
1.92,2.42,45.22
1.94,2.42,45.60
1.96,2.42,45.98
1.98,2.42,46.38
2.00,2.42,46.77
2.02,2.42,47.17
2.04,2.42,47.58
2.06,2.42,47.99
2.08,2.42,48.41
2.10,2.42,48.84
2.12,2.42,49.26
2.14,2.42,49.70
2.16,2.42,50.14
2.18,2.42,50.58
2.20,2.42,51.03
2.22,2.42,51.49
2.24,2.42,51.95
2.26,2.42,52.41
2.28,2.42,52.89
2.30,2.42,53.36
2.32,2.42,53.84
2.34,2.42,54.33
2.36,2.42,54.82
2.38,2.42,55.32
2.40,2.42,55.82
2.42,2.42,56.33
2.44,2.42,56.85
2.46,2.42,57.37
2.48,2.42,57.89
2.50,2.42,58.42
2.52,2.42,58.96
2.54,2.42,59.50
2.56,2.42,60.04
2.58,2.42,60.59
2.60,2.42,61.15
2.62,2.42,61.71
2.64,2.42,62.28
2.66,2.42,62.85
2.68,2.42,63.43
2.70,2.42,64.01
2.72,2.42,64.60
2.74,2.42,65.19
2.76,2.42,65.79
2.78,2.42,66.40
2.80,2.42,67.01
2.82,2.42,67.62
2.84,2.42,68.24
2.86,2.42,68.87
2.88,2.42,69.50
2.90,2.42,70.14
2.92,2.42,70.78
2.94,2.42,71.42
2.96,2.42,72.08
2.98,2.42,72.73
3.00,2.42,73.40
3.02,2.42,74.06
3.04,2.42,74.74
3.06,2.42,75.42
3.08,2.42,76.10
3.10,2.42,76.79
3.12,2.42,77.49
3.14,2.42,78.19
