重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
重庆歌乐山森林公园,2018-07-15IP属地：未知,交通方便，可坐公交，也可从白公馆后面爬山上去，空气好。
重庆歌乐山森林公园,2017-10-06IP属地：未知,位于重庆城区中，有些上路比较陡，园中空气不错！
重庆歌乐山森林公园,2016-03-03IP属地：未知,健身角度来说算不错，景色也不错，但是配套设施不健全，趣味较低
重庆歌乐山森林公园,2018-10-17IP属地：未知,空气新鲜，森林覆盖率高，夏天凉快，
重庆歌乐山森林公园,2019-04-29IP属地：未知,免费的，天然氧吧，有个观景台天气好的时候观景很不错。
重庆歌乐山森林公园,2016-05-02IP属地：未知,不错，性价比很高的一个地方，适合休息一下。
重庆歌乐山森林公园,2017-05-17IP属地：未知,重庆市西郊的歌乐山，渣滓洞白公馆就在其脚下，森林植被非常好，山上可远眺重庆
重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
重庆歌乐山森林公园,2018-07-15IP属地：未知,交通方便，可坐公交，也可从白公馆后面爬山上去，空气好。
重庆歌乐山森林公园,2017-10-06IP属地：未知,位于重庆城区中，有些上路比较陡，园中空气不错！
重庆歌乐山森林公园,2016-03-03IP属地：未知,健身角度来说算不错，景色也不错，但是配套设施不健全，趣味较低
重庆歌乐山森林公园,2018-10-17IP属地：未知,空气新鲜，森林覆盖率高，夏天凉快，
重庆歌乐山森林公园,2019-04-29IP属地：未知,免费的，天然氧吧，有个观景台天气好的时候观景很不错。
重庆歌乐山森林公园,2016-05-02IP属地：未知,不错，性价比很高的一个地方，适合休息一下。
重庆歌乐山森林公园,2017-05-17IP属地：未知,重庆市西郊的歌乐山，渣滓洞白公馆就在其脚下，森林植被非常好，山上可远眺重庆
重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
重庆歌乐山森林公园,2018-07-15IP属地：未知,交通方便，可坐公交，也可从白公馆后面爬山上去，空气好。
重庆歌乐山森林公园,2017-10-06IP属地：未知,位于重庆城区中，有些上路比较陡，园中空气不错！
重庆歌乐山森林公园,2016-03-03IP属地：未知,健身角度来说算不错，景色也不错，但是配套设施不健全，趣味较低
重庆歌乐山森林公园,2018-10-17IP属地：未知,空气新鲜，森林覆盖率高，夏天凉快，
重庆歌乐山森林公园,2019-04-29IP属地：未知,免费的，天然氧吧，有个观景台天气好的时候观景很不错。
重庆歌乐山森林公园,2016-05-02IP属地：未知,不错，性价比很高的一个地方，适合休息一下。
重庆歌乐山森林公园,2017-05-17IP属地：未知,重庆市西郊的歌乐山，渣滓洞白公馆就在其脚下，森林植被非常好，山上可远眺重庆
重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
重庆歌乐山森林公园,2018-07-15IP属地：未知,交通方便，可坐公交，也可从白公馆后面爬山上去，空气好。
重庆歌乐山森林公园,2017-10-06IP属地：未知,位于重庆城区中，有些上路比较陡，园中空气不错！
重庆歌乐山森林公园,2016-03-03IP属地：未知,健身角度来说算不错，景色也不错，但是配套设施不健全，趣味较低
重庆歌乐山森林公园,2018-10-17IP属地：未知,空气新鲜，森林覆盖率高，夏天凉快，
重庆歌乐山森林公园,2019-04-29IP属地：未知,免费的，天然氧吧，有个观景台天气好的时候观景很不错。
景点,日期,用户评论
重庆缙云山景区,2023-01-17IP属地：北京,今天的雪太大了，好多年没见过了，雪积得挺厚的，打雪仗堆雪人毫无问题，大雪纷飞，漫天飞舞，实在是太美了。就是下雪天路滑，要小心点。
重庆缙云山景区,2022-08-25IP属地：陕西,这是初夏的缙云山，重庆有名的风景圣地。地处北碚，交通方便。门票每人12元，停车免费。这里绿树成荫，有竹海，建议步行，非常舒服。登狮子峰可以直接开车到山脚，这样可以节省许多体力。在狮子峰顶可以找到一览众山小的感觉。有空还可以去刘伯承，邓小平曾经在重庆工作和办公的地方参观，缅怀我们伟人！
重庆缙云山景区,2023-08-14IP属地：重庆,缙云山作为国家自然保护区，是重庆的肺叶，8月13日晚上，带上小朋友一起上缙云山看英仙座的流星雨！结果只看了日落和星空！呵呵
重庆缙云山景区,2022-10-24IP属地：新加坡,非常值得去的景点，这个是往返缆车票，大门票需要额外购买。景色超赞，空气好，性价比高！之前火灾影响的应该是后山，景区内受到任何影响，大爱缙云山！
重庆缙云山景区,2021-09-26IP属地：未知,缙云山观日出。早晨五点，摸黑上缙云山，就是为了看日出。步道维护不错，灯光明亮，不多久就到了山顶，迎来了激动人心的时刻。只见太阳从云边冉冉升起，像一个巨大的金色光盘，光芒四射，耀眼夺目。
重庆缙云山景区,2023-07-29IP属地：重庆,重庆的后花园，当地人都去过的地方，环境很好
重庆缙云山景区,2021-09-30IP属地：未知,缙云山观日出，是一件很辛苦也是好幸福的事。早上5点迎着星光开始爬山，好在步道维护不错，照明灯够亮，路上也没费多大劲，就顺利到达山顶。等了一会儿，太阳从天边露出一抹红光，冉冉升起，顿时一片金黄洒满大地。
重庆缙云山景区,2020-10-14IP属地：未知,"缙云存古寺，山势连九峰 北碚，Beibei，“唯一”之城的古巴山 🕚门票12元/人 ⏰游览时间2小时 🏃‍♂️登山路线： 索道上山---景区门票售票处---缙云寺---海螺洞---上山步道（沿着山间小路盘旋上山）---狮子峰---下山步道（一条道从上到下，比较陡的阶梯） 🏯缙云寺：山门正在整修，很遗憾无法看到，毕竟搜索看到的山门的照片还是很有古刹年代感，挺想近距离一睹真容。 山门背后的舍利塔区域庄重肃穆，一旁的绿树挂满了善男信女们的祝福。 还听到有追星族在树上挂好红丝带后，喊了一声“许光汉想见你”类似的迷妹心愿，也是佛前祈愿、吐露心声了。 ⏩ 作为国内唯一的迦叶古佛道场，怀揣敬仰崇敬之心瞻仰大殿内的迦叶古佛，虔诚漫行在这缙云胜境的幽幽时光中， 不时能看到远处香炉峰高耸傲然的观景塔，景色迤逦，岁月静好。 ⏩ 大殿旁的精舍有12个小沙弥的石像坐落在道路两旁，神态各异，憨态可掬，也是寓意佛性禅心的大智若愚、虚怀若谷。 整个寺院除了山门，其他地方或多或少的也在整修，整体看起来比较凌乱。 🧩步道（前往狮子峰）： 🔝两条步道，入口都在缙云寺背后。一条比较平缓，偶有陡坡，基本都是走一段就有平路，穿插环绕在山中繁茂的竹林绿树间，指示路牌和趣味科普的爬山导语都很丰富，催人向上[呲牙] 这条路作为去程上山之路比较适合，走向狮子峰30分钟不到基本都可行。 🔙另一条道路则是直直的大斜坡石梯，对着狮子峰登顶的方向，不过上坡比较耗费体力，作为返程下坡比较轻松 ⛰狮子峰： “到了缙云山，不登狮子峰，美景未尽览，遗憾在心中”。 抵达狮子峰平台前有一坡陡峭狭窄的山路连接着一个石寨门，据说是以前山顶有一个狮子寨再此留下的寨门， 以前平台上有一头雄狮的雕塑，现在已经撤走了。 在平台的山岩前可远眺蜿蜒的嘉陵江和秀丽的北碚城，居高临下，一览无余。也可俯瞰深深禅林中的缙云古寺。 不过因为海拔较高，风力也比较足，需要注意添加衣服。 另一个方向，迎面对立着香炉峰，峰上的观景楼蔚为壮观，想必登楼瞰景更具魅力。 📶缙云九连峰：夕照峰、玉尖峰、宝塔峰、莲花峰、猿啸峰、聚云峰、狮子峰、香炉峰、朝日峰 最刺激的就是九峰连爬吧，尽情饱览缙云山的娟秀神奇，置身于清新自然的层峦苍翠中，峰回路转,曲径通幽。"
重庆缙云山景区,2018-05-17IP属地：未知,晚上19点的飞机，白天正好有空儿，决定去一趟缙云山。从重庆北站南广场出发，乘地铁3号线转6号线，到终点站北碚，然后走行1公里到北碚公交总站乘518路车，在缙云山索道站下车（乘520路车可直达山顶的景区入口），步行5分钟就到索道站了。索道票上山30元，下山20元，于是选择了上山单程的票。大约40分钟到达了索道山顶的终点站。步入景区，按导向牌，先去了缙云寺，然后去了八角池，聚云峰，狮子峰，香炉峰，相思岩，全程走下来用了1个半小时。景区门口就有到北碚的520路公交车，票价2元。在北碚有到江北机场的大巴车，票价10元。结束了一天的愉快旅行，回家喽！
重庆缙云山景区,2018-01-02IP属地：未知,秀奇缙云山。缙云力峰，原生态。全是自然风光，没有人造景点。含负离子高，空气超级清新。更有长达10公里的健身步道。去玩了N多次，非常棒。希望加强建身步道管理，及时修复健身步道损坏处处，搞好日常维护。
重庆缙云山景区,2023-01-17IP属地：北京,今天的雪太大了，好多年没见过了，雪积得挺厚的，打雪仗堆雪人毫无问题，大雪纷飞，漫天飞舞，实在是太美了。就是下雪天路滑，要小心点。
重庆缙云山景区,2022-08-25IP属地：陕西,这是初夏的缙云山，重庆有名的风景圣地。地处北碚，交通方便。门票每人12元，停车免费。这里绿树成荫，有竹海，建议步行，非常舒服。登狮子峰可以直接开车到山脚，这样可以节省许多体力。在狮子峰顶可以找到一览众山小的感觉。有空还可以去刘伯承，邓小平曾经在重庆工作和办公的地方参观，缅怀我们伟人！
重庆缙云山景区,2023-08-14IP属地：重庆,缙云山作为国家自然保护区，是重庆的肺叶，8月13日晚上，带上小朋友一起上缙云山看英仙座的流星雨！结果只看了日落和星空！呵呵
重庆缙云山景区,2022-10-24IP属地：新加坡,非常值得去的景点，这个是往返缆车票，大门票需要额外购买。景色超赞，空气好，性价比高！之前火灾影响的应该是后山，景区内受到任何影响，大爱缙云山！
重庆缙云山景区,2021-09-26IP属地：未知,缙云山观日出。早晨五点，摸黑上缙云山，就是为了看日出。步道维护不错，灯光明亮，不多久就到了山顶，迎来了激动人心的时刻。只见太阳从云边冉冉升起，像一个巨大的金色光盘，光芒四射，耀眼夺目。
重庆缙云山景区,2023-07-29IP属地：重庆,重庆的后花园，当地人都去过的地方，环境很好
重庆缙云山景区,2021-09-30IP属地：未知,缙云山观日出，是一件很辛苦也是好幸福的事。早上5点迎着星光开始爬山，好在步道维护不错，照明灯够亮，路上也没费多大劲，就顺利到达山顶。等了一会儿，太阳从天边露出一抹红光，冉冉升起，顿时一片金黄洒满大地。
重庆缙云山景区,2020-10-14IP属地：未知,"缙云存古寺，山势连九峰 北碚，Beibei，“唯一”之城的古巴山 🕚门票12元/人 ⏰游览时间2小时 🏃‍♂️登山路线： 索道上山---景区门票售票处---缙云寺---海螺洞---上山步道（沿着山间小路盘旋上山）---狮子峰---下山步道（一条道从上到下，比较陡的阶梯） 🏯缙云寺：山门正在整修，很遗憾无法看到，毕竟搜索看到的山门的照片还是很有古刹年代感，挺想近距离一睹真容。 山门背后的舍利塔区域庄重肃穆，一旁的绿树挂满了善男信女们的祝福。 还听到有追星族在树上挂好红丝带后，喊了一声“许光汉想见你”类似的迷妹心愿，也是佛前祈愿、吐露心声了。 ⏩ 作为国内唯一的迦叶古佛道场，怀揣敬仰崇敬之心瞻仰大殿内的迦叶古佛，虔诚漫行在这缙云胜境的幽幽时光中， 不时能看到远处香炉峰高耸傲然的观景塔，景色迤逦，岁月静好。 ⏩ 大殿旁的精舍有12个小沙弥的石像坐落在道路两旁，神态各异，憨态可掬，也是寓意佛性禅心的大智若愚、虚怀若谷。 整个寺院除了山门，其他地方或多或少的也在整修，整体看起来比较凌乱。 🧩步道（前往狮子峰）： 🔝两条步道，入口都在缙云寺背后。一条比较平缓，偶有陡坡，基本都是走一段就有平路，穿插环绕在山中繁茂的竹林绿树间，指示路牌和趣味科普的爬山导语都很丰富，催人向上[呲牙] 这条路作为去程上山之路比较适合，走向狮子峰30分钟不到基本都可行。 🔙另一条道路则是直直的大斜坡石梯，对着狮子峰登顶的方向，不过上坡比较耗费体力，作为返程下坡比较轻松 ⛰狮子峰： “到了缙云山，不登狮子峰，美景未尽览，遗憾在心中”。 抵达狮子峰平台前有一坡陡峭狭窄的山路连接着一个石寨门，据说是以前山顶有一个狮子寨再此留下的寨门， 以前平台上有一头雄狮的雕塑，现在已经撤走了。 在平台的山岩前可远眺蜿蜒的嘉陵江和秀丽的北碚城，居高临下，一览无余。也可俯瞰深深禅林中的缙云古寺。 不过因为海拔较高，风力也比较足，需要注意添加衣服。 另一个方向，迎面对立着香炉峰，峰上的观景楼蔚为壮观，想必登楼瞰景更具魅力。 📶缙云九连峰：夕照峰、玉尖峰、宝塔峰、莲花峰、猿啸峰、聚云峰、狮子峰、香炉峰、朝日峰 最刺激的就是九峰连爬吧，尽情饱览缙云山的娟秀神奇，置身于清新自然的层峦苍翠中，峰回路转,曲径通幽。"
重庆缙云山景区,2018-05-17IP属地：未知,晚上19点的飞机，白天正好有空儿，决定去一趟缙云山。从重庆北站南广场出发，乘地铁3号线转6号线，到终点站北碚，然后走行1公里到北碚公交总站乘518路车，在缙云山索道站下车（乘520路车可直达山顶的景区入口），步行5分钟就到索道站了。索道票上山30元，下山20元，于是选择了上山单程的票。大约40分钟到达了索道山顶的终点站。步入景区，按导向牌，先去了缙云寺，然后去了八角池，聚云峰，狮子峰，香炉峰，相思岩，全程走下来用了1个半小时。景区门口就有到北碚的520路公交车，票价2元。在北碚有到江北机场的大巴车，票价10元。结束了一天的愉快旅行，回家喽！
重庆缙云山景区,2018-01-02IP属地：未知,秀奇缙云山。缙云力峰，原生态。全是自然风光，没有人造景点。含负离子高，空气超级清新。更有长达10公里的健身步道。去玩了N多次，非常棒。希望加强建身步道管理，及时修复健身步道损坏处处，搞好日常维护。
重庆缙云山景区,2022-01-26IP属地：未知,缙云山是重庆北碚的著名景点，日出东方具有永恒的魅力。不过要拍到日出，需要很早出发摸黑爬山，虽然很辛苦，美丽的景色就是最好的回报。
重庆缙云山景区,2019-11-28IP属地：未知,“君问归期未有期，巴山夜雨涨秋池”，就是为了这句诗我来到了这里，因为缙云山就是古时的巴山，李商隐笔下的名山，历史可谓非常悠久！可惜我来的时候正好下雨，很多山峰都在云雾之中，希望下次还有机会再来！
重庆缙云山景区,2023-07-23IP属地：北京,景色很不错，山不算高，有一些历史文化景点。
重庆缙云山景区,2022-10-09IP属地：重庆,索道往返40性价比超级高，可惜天公不作美，山上什么都看不到，所以没有进景区。自然环境肯定可以的，可惜最后只能带着遗憾离开？
重庆缙云山景区,2022-03-09IP属地：未知,缙云山位于重庆北碚区，是重庆主城最难爬且非常值得去挑战的一座山。上山到达景区门口大概需要2个小时左右，具体看自己的状态，一路上都有卖水的店铺，还有很多农庄可以吃饭，非常方便。
重庆缙云山景区,2022-07-03IP属地：未知,缙云山位于重庆市北碚区北温泉镇，其山势占地面积比较大，上面有古寺庙，也有比较好的自然景观，可以坐索道上山，也可以坐公交上山，索道会省一些时间的。
重庆缙云山景区,2019-08-22IP属地：未知,30年前去过，这次算是故地重游，感慨万千！当年缙云山的竹林给我这北方来的人留下了深刻印象！如今竹林还在！狮子峰还在！海螺洞还在！青春不在！
重庆缙云山景区,2022-01-27IP属地：未知,阴雨天去的上面雾蒙蒙的，像神仙住的地方样，这个天爬山去热嚯得很，话说上山容易下山难，下山的时候脚杆打散散，上面空气是公认了的好天然氧吧！
重庆缙云山景区,2023-03-04IP属地：天津,牵着心爱的女人的手一起散步走走
重庆缙云山景区,2023-04-06IP属地：重庆,春游缙云山，无限好风景！这个天气爬山太爽了！
景点,日期,用户评论
重庆缙云山景区,2023-06-10IP属地：重庆,爬一爬山，呼吸新鲜空气，感觉整个人都舒服了
重庆缙云山景区,2018-01-27IP属地：未知,健身的好去处，从健身梯道一直登到缙云寺。然后再到狮子峰。再原路返回。正好一天的运动量。最好有点雾蒙蒙的时候登山。更有意境。
重庆缙云山景区,2022-12-16IP属地：重庆,周末带孩子去爬缙云山，出一身汗，很舒服！
重庆缙云山景区,2017-08-11IP属地：未知,上山做公交车比较方便(502班车2元，)下山可以做索道看看北培风景，好象15元。自己开车是最方便的，直接在门口的小店问老板农家乐的价格。(平时是100-120元，旺季周未要150-180元，农家乐是包三餐一夜住宿，对了还包括了门票，而且车可以开进景区。
重庆缙云山景区,2017-01-18IP属地：未知,缙云山位于重庆市北碚区嘉陵江温塘峡畔，古名巴山。是7000万年前“燕山运动”造就的“背斜”山岭。山间白云缭绕，似雾非雾，似烟非烟，磅礴郁积，气象万千。早晚霞云，姹紫嫣红，五彩缤纷。古人称“赤多白少”为“缙”，故名缙云山。
重庆缙云山景区,2021-09-25IP属地：未知,缙云山是重庆的后花园，有重庆绿肺之称。白天的景区，绿树成林，环境优美，空气清新。清晨的缙云山，笼罩在轻雾之中，太阳在雾中冉冉升起，宛如在大海的尽头一般。
重庆缙云山景区,2023-03-21IP属地：浙江,这里风景真不错，这里风景真不错
重庆缙云山景区,2021-09-22IP属地：未知,中秋月圆之夜，来到重庆北碚缙云山景区，欣赏不一样的月圆之夜。今年是重庆难得一见的中秋之夜，往年多因雨雾而见不到中秋的月圆。
重庆缙云山景区,2021-07-07IP属地：未知,今天留出一天的时间专门用来排队打疫苗，结果很顺利九点多就打上了。我们决定去北碚一日游。回家收拾一下早早吃了中午饭出发北碚，行程安排是：沙坪坝-两江云顶大酒店公园-北碚静观-中梁镇荷塘悦色湿地公园-沙坪坝。缙云山 静观腊梅园现在是有向日葵可以观赏，免门票不收停车费。荷塘悦色湿地公园的荷花季节略有点晚了早几天更好，这里停车费十元，门票二十元。回到沙坪坝吃一碗小面，回到家是晚上七点，这一天很完美。 【景色】优美 【趣味】适合我 【性价比】经济实惠
重庆缙云山景区,2017-11-05IP属地：未知,素有川东小峨眉之称的缙云山，植被茂盛，空气很好，可以缆车上下，或520路公交车！市内的朋友可以6号线终点北碚下，然后2A口出来五路口站公交直达，如公交车到缙云山只能座520路！如果缆车，就比较多车次，知道到缙云山缆车站下即可！整个山不是太大，年轻人估计3～4小时即可游完！浏览路线可以先去狮子峰，然后顺路而下，最后去缙云寺，这样比较省力！路边有卖饮料和豆腐脑的，价格还行，不算太宰人！空气很好，适合全家踏青游玩！
重庆缙云山景区,2021-05-04IP属地：未知,缙云山是重庆北碚区的风景区，有重庆肺叶之称。风景区环境优美，绿化率非常高，负离子含量高，是市民休闲、爬山和健身的绝佳之地。
重庆缙云山景区,2019-09-22IP属地：未知,性价比非常高，12块钱的门票，学生票还可以打折。也比其他景区的索道便宜很多。
重庆缙云山景区,2022-01-03IP属地：未知,很棒的疗养胜地，有温泉有青山碧水。离重庆主城区也不远。
重庆缙云山景区,2021-01-12IP属地：未知,缙云山是重庆的城市肺叶，绿化非常好，来爬山的游客很多。上山的步道全部是石质台阶，铺砌的很平整，清洁做的也不错，休闲设施比较配套。
重庆缙云山景区,2019-10-22IP属地：未知,索道单程35分钟 往返30多块 很合适 没有正式票 开导游单 挺方便的 索道下都是橘子树 坐在上面可以呼吸新鲜空气 双人的那种 适合情侣哈 给5分
重庆缙云山景区,2021-11-10IP属地：未知,特别好玩的一个地方，必须重点推荐一下吧。。。
重庆缙云山景区,2017-12-01IP属地：未知,重庆的缙云山绝对是个幽静的世外桃源，旁边的悦榕庄更是低调的奢华，可以坐下来喝杯茶放空自己。也适合家庭周末出游，天然的氧吧，空气中都带有甜味。
重庆缙云山景区,2016-10-17IP属地：未知,缙云山除了自然风光秀丽，山脚下的缙云寺和山腰中的白云观都是不错的人文景点。缙云寺始建于南朝刘宋景平元年（公元423年），寺内存有晚唐石照壁、宋代牌坊、清代那伽窟等古代石刻。而位于山腰处竹林中的白云观，是道家养生修行基地
重庆缙云山景区,2016-12-10IP属地：未知,去的时候等520公交等了30-40分钟。山上一路上看得很仔细，1.5小时就逛完了。上面的竹筒饭和豆花还不错，也不贵。门票20，还是值。
重庆缙云山景区,2017-03-21IP属地：未知,夏日避暑好去处，我是春分时去踏青的，山上很多花都开了
重庆缙云山景区,2018-04-23IP属地：未知,缙云山位于重庆市北碚区嘉陵江温塘峡畔，古名巴山。是7000万年前“燕山运动”造就的“背斜”山岭。山间白云缭绕，似雾非雾，似烟非烟，磅礴郁积，气象万千。
重庆缙云山景区,2021-05-10IP属地：未知,缙云山除了狮子峰还有啥子耍事？耍事多得很，最近登山步道生态公园正在打造，绿化生态，园景水景清爽舒服。让登上不再是枯燥的事。黛湖，绍龙观，陶乐民宿都是不错的风景。春暖花开，桃花，李花，海棠竞相开放美不胜收。来嘛，来后花园缙云山享受美好春色。
重庆缙云山景区,2019-06-20IP属地：未知,票价很便宜，喜欢爬山的人值得一去
重庆缙云山景区,2021-03-02IP属地：未知,景色不错，有趣好玩，性价比高，总体超赞，
重庆缙云山景区,2019-07-19IP属地：未知,重庆市北碚区的，家长本地的一个旅游景点，风景还是挺不错的，爬爬山，也是有益身心健康的！夏天的话，温度还是比城里要低很多！
重庆缙云山景区,2016-06-12IP属地：未知,风光迷人，曲径通幽，休闲好去处。
重庆缙云山景区,2021-11-28IP属地：未知,缙云山，位于重庆市北碚区嘉陵江畔，古名巴山，属国家级自然风景区。
重庆缙云山景区,2016-01-07IP属地：未知,重庆天然避暑地之一，推荐夏天去玩，避暑棒棒哒
重庆缙云山景区,2017-07-20IP属地：未知,重庆绿肺，开车到下面一点的农家乐再走上去或者缆车上去都可。
重庆缙云山景区,2017-07-04IP属地：未知,景色优美、游人很少、避暑纳凉的好地方。
重庆缙云山景区,2018-01-29IP属地：未知,好耍得很，夏天避暑冬天避寒，安逸。
重庆缙云山景区,2016-10-05IP属地：未知,景区标示牌太少
重庆缙云山景区,2017-07-11IP属地：未知,位于重庆的北碚区，缙云山是素有“川东小峨眉”的美称，是重庆旅游避暑的好去处。 山上的植物丰富多彩，四处可见可合围的参天巨树，山上的缙云寺，有千年历史
重庆缙云山景区,2015-12-28IP属地：未知,在山顶有一种原生态的感觉去的时候在山下不那么冷可到了山顶就特别冷
重庆缙云山景区,2017-05-17IP属地：未知,国家级森林公园，在北碚区，是夏天消暑的绝佳去处，山上建有缙云寺
重庆缙云山景区,2016-10-21IP属地：未知,风景具有江南山景的特点，郁郁葱葱，较为宜人。登狮子峰顶塔，逐层而上，景观逐渐开阔
重庆缙云山景区,2017-04-23IP属地：未知,缙云山很大，农家乐也很多。早上的空气非常的清新，绿油油的叶子，让人整个都舒畅。
重庆缙云山景区,2015-10-24IP属地：未知,酒店很好，但索道票最好别买，现场票务对携程完全不了解，直接影响兑换效率
重庆缙云山景区,2019-09-05IP属地：未知,方便快捷，非常满意！哈哈哈哈哈！方便快捷，非常满意！哈哈哈哈哈！方便快捷，非常满意！哈哈哈哈哈！方便快捷，非常满意！哈哈哈哈哈！
重庆缙云山景区,2017-04-09IP属地：未知,缙云山在北碚属于自己一个城市森林公园，山不高，但是一个天然的氧吧。
重庆缙云山景区,2016-07-09IP属地：未知,因与主城稍远，山又相对高一些，算重庆主城最清幽的山，是避暑的胜地。
重庆缙云山景区,2016-12-03IP属地：未知,川东名山，相传黄帝曾在此炼丹，山中景色清幽，植被茂密，空气清新，还有绍龙观等古迹。
重庆缙云山景区,2021-05-08IP属地：未知,作为重庆人必须要去的打卡地，空气清新环境宜人，历史悠久，让人心旷神怡。
重庆缙云山景区,2017-10-09IP属地：未知,值得去看一下啊， 这里是重庆市的一个风景区。
重庆缙云山景区,2017-08-16IP属地：未知,夏天还是多凉快的！消费也不高……
重庆缙云山景区,2018-03-29IP属地：未知,山路长，路面较好，适合喜欢休闲登山的爱好者，环境管理不足，空气质量比较好，全森林覆盖。
重庆缙云山景区,2019-12-11IP属地：未知,缙云山也属于重庆的名片，空气质量好，地势高！
重庆缙云山景区,2016-09-17IP属地：未知,坐着漫长的索道，一路欣赏风景，空气清新。
重庆缙云山景区,2016-01-13IP属地：未知,空气很好 山上寺庙也灵！值得一去！非常不错
重庆缙云山景区,2015-11-30IP属地：未知,风景还是很好的，周末爬爬山，休闲又健康。
重庆缙云山景区,2017-01-13IP属地：未知,它的古名叫巴山，是国家重点名胜风景区，它景色宜人，植物丰富，古木天参天，素称“小峨眉”自然风光好。
重庆缙云山景区,2016-08-09IP属地：未知,风景很漂亮，环境很好，消暑赏景的好去处
重庆缙云山景区,2020-04-10IP属地：未知,狮子峰顶瞰北碚，森林空气爽得很
重庆缙云山景区,2017-04-24IP属地：未知,还不错的一座山，就在区政府后面，爬上山去很减肥，在山顶可以俯瞰北碚城，山顶山风景也比较好。
重庆缙云山景区,2021-06-17IP属地：未知,位于重庆市北碚区，重庆中心城区的天然氧吧！
重庆缙云山景区,2021-05-17IP属地：未知,重庆市主城区的天然氧吧，体验感很不错的！
重庆缙云山景区,2021-04-20IP属地：未知,入园很方便，就在门口扫码入场，不错，订票也非常的快捷，2分钟搞定了，这种方式真是不错，下次旅游，还准备用这样的方法买票。
重庆缙云山景区,2020-10-15IP属地：未知,天然的养吧，天然的大森林，重庆的一片净土
重庆缙云山景区,2019-04-11IP属地：未知,就在北碚城区边上，风景秀丽，温泉水非常好
重庆缙云山景区,2017-08-31IP属地：未知,缙云山很大，农家乐也很多。早上的空气非常的清新，绿油油的叶子
重庆缙云山景区,2021-03-30IP属地：未知,团建好地方值得推荐 就是累 还不让坐索道
重庆缙云山景区,2019-09-20IP属地：未知,非常不错！能省不少钱呢！换票很快！工作人员服务特别好，由于是夏天去的温度较高，每人还发了一把扇子，很贴心的服务！
重庆缙云山景区,2020-11-09IP属地：未知,风景不错，交通方便，值得一游。
重庆缙云山景区,2020-04-09IP属地：未知,山青水秀空气爽，狮子峰顶瞰北碚
重庆缙云山景区,2016-08-23IP属地：未知,周末的时候，这里的本地人，居然要比有课还要多。
重庆缙云山景区,2020-02-07IP属地：未知,缙云山就是古时的巴山，李商隐笔下的名山，历史可谓非常悠久！可惜去的时候正好下雨，很多山峰都在云雾之中
重庆缙云山景区,2016-12-22IP属地：未知,景色秀丽、环境清幽，漫步小林中，饮甘洌山泉、观翠绿竹海，身心舒畅极了！
重庆缙云山景区,2018-04-12IP属地：未知,主城后花园，氧离子高，空气清新，休闲好去处！
重庆缙云山景区,2018-08-26IP属地：未知,请问缙云山哪里可以停车啊，第一次去，谢谢
重庆缙云山景区,2023-01-07IP属地：重庆,车半山腰不让上非要求做他们的摆渡车。景区4点关门，不给下山方便，压迫游客山上住。一个唯利是图没见过钱的景区。吃相太难看了。。
重庆缙云山景区,2015-10-26IP属地：未知,挺凉快的，也不算很高，挺好玩的。就是有点远。
重庆缙云山景区,2020-06-06IP属地：未知,服务人员热情，速度慢稳，正好可以欣赏城山二景体验很好，
重庆缙云山景区,2016-11-27IP属地：未知,周末爬山晒太阳打麻将，舒心惬意
重庆缙云山景区,2019-09-24IP属地：未知,【景色】植被多，空气清新，离主城也近，感觉不错。
重庆缙云山景区,2021-01-13IP属地：未知,好(✪▽✪)。。。。
重庆缙云山景区,2019-05-19IP属地：未知,曲径通幽处，人不多，别有景趣的地方
重庆缙云山景区,2021-05-08IP属地：未知,特别好玩的一个地方，推荐一下。
重庆缙云山景区,2019-11-03IP属地：未知,票价不贵，缙云山风景不错
